file,title
a0fadc5ddc284f02c93cf8df1e63f015ab8b03a8.json,Genetic and biological characteristics of four novel recombinant avian infectious bronchitis viruses isolated in China
2ea888daab5051a877778175c2349b630c5728f6.json,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses
5cff75db9206bf32187afe812f3e958fd84bd9dc.json,Isolation of an equine coronavirus from adult horses with pyrogenic and enteric disease and its antigenic and genomic characterization in comparison with the NC99 strain
65a592b6ee1ab68d0158778aa9f71da79fe3499b.json,An outbreak of acute respiratory disease in China caused by human adenovirus type B55 in a physical training facility
a5bedf3a8d33e6b501c2203982eaaa5567011d86.json,Classical Swine Fever Virus vs. Classical Swine Fever Virus: The Superinfection Exclusion Phenomenon in Experimentally Infected Wild Boar
af13909503333083aafe453960a51245b0486595.json,Characterization of a novel bat-HKU2-like swine enteric alphacoronavirus (SeACoV) infection in cultured cells and development of a SeACoV infectious clone
39a8b29aed8fba1a6ad67e78885e998277236bb8.json,Rapid detection of porcine parvovirus DNA by sensitive loop-mediated isothermal amplification
2c2f0107d55f1c770896c982d59e0bfa035fd4d7.json,FULL PAPER Virology Development of a one-run real-time PCR detection system for pathogens associated with porcine respiratory diseases
f8b28dc077a4d62178940c43350079dd6b0b91bd.json,Mesoniviruses are mosquito-specific viruses with extensive geographic distribution and host range
17cfe7cc0c68b1002bb31a2b2afa988ab9cdc890.json,Characterization of a novel species of adenovirus from Japanese microbat and role of CXADR as its entry factor
59d3f98d78f2ff993174b173807435e75df8bc3a.json,Evidence for widespread infection of African bats with Crimean-Congo hemorrhagic fever-like viruses
888df3a1646290458e16ab2ad3add5ef41b02ecc.json,SARS-Coronavirus ancestor's foot-prints in South-East Asian bat colonies and the refuge theory
6c4fd19f82c72d0d52f0de8c0290f522646c6da7.json,Zoonotic parasites of dromedary camels: so important
377786fe05588ea782213fcb92f39a6522f113bd.json,EPIDEMIOLOGICAL ASPECTS OF ASTROVIRUS AND CORONAVIRUS IN POULTS IN THE SOUTH EASTERN REGION OF BRAZIL
8a3678c3ee2208d7417bfdc62558fe0e32588eab.json,Complete Genome Sequence of Porcine Deltacoronavirus Isolated in Thailand in 2015
5a686a1b402243554843d09517e8e3f5021c2aee.json,Molecular characterization of a unique variant of avian infectious bronchitis virus in Tunisia
697cf5b78c388d6e79a7a87ac9b82e4911de135a.json,Development of a Whole-Virus ELISA for Serological Evaluation of Domestic Livestock as Possible Hosts of Human Coronavirus NL63
1a29f97fc037ea6456b41d054e5603fbd4f76e94.json,Presence of Vaccine-Derived Newcastle Disease Viruses in Wild Birds a11111
629a7c48e6c7c91265533e47a8e7f3afe54cbc4a.json,Animal Virus Ecology and Evolution Are Shaped by the Virus Host-Body Infiltration and Colonization Pattern
cd1d16026918b8902146adec8012af4fc7095ff1.json,Emergence of enterovirus 71 ''double-recombinant'' strains belonging to a novel genotype D originating from southern China: first evidence for combination of intratypic and intertypic recombination events in EV71
77297675ab24199a1924ed2d14046ed3e4dfa8e8.json,Disease threats to the endangered Iberian lynx (Lynx pardinus)
5c103d4a5653649f6940c918b784617148e66be3.json,Molecular characterization of low pathogenic avian influenza viruses
c2952e4d56bd9bf5c6eee0aaa733557471e60a92.json,Discovery of Bat Coronaviruses through Surveillance and Probe Capture-Based Next-Generation Sequencing
6177fd107242a0dbf2cfdd0d617e6a384dba6eaa.json,Understanding Viral Transmission Behavior via Protein Intrinsic Disorder Prediction: Coronaviruses
023b805a96c852619186f55af4bbbdd5f9fa8156.json,Gene Variations in Cis-Acting Elements between the Taiwan and Prototype Strains of Porcine Epidemic Diarrhea Virus Alter Viral Gene Expression
35ec885b13ad96752433a085e543db81dd1d80df.json,Emerging Microbes and Infections (2012) 1
685efeb0ad4c214b8295dc4f723c3269464772d8.json,viruses Isolation of a Novel Fusogenic Orthoreovirus from Eucampsipoda africana Bat Flies in South Africa
02c4e304d5e063e9bd66d293a8c1472a5865c173.json,Citation: Identification of Diverse Bat Alphacoronaviruses and Betacoronaviruses in China Provides New Insights Into the Evolution and Origin of Coronavirus-Related Diseases
5105971a345abc7240ae41207d785375a298a50d.json,Epidemiological analysis of bovine torovirus in Japan
588bebe109353fc242f41c7655aa3bf906cecc3f.json,Novel Bat Alphacoronaviruses in Southern China Support Chinese Horseshoe Bats as an Important Reservoir for Potential Novel Coronaviruses
f6df4efd2fd556e59aae0df8de281f84bf762dff.json,Short Communication Changes in the Swine Gut Microbiota in Response to Porcine Epidemic Diarrhea Infection
7b4b3759cdde4218ea23a081b386bcffd7e6afc6.json,A Family-Wide RT-PCR Assay for Detection of Paramyxoviruses and Application to a Large-Scale Surveillance Study
9d867a0457787225540f0aae55979bea536fb74f.json,Calicivirus from Novel Recovirus Genogroup in Human Diarrhea
4e7f6644a38aea6fd9938eb67122a71fbf6f8f3a.json,Loop-mediated isothermal amplification establishment for detection of pseudorabies virus
46b9ae4c5916d47ad13122eb80420029e921dd87.json,Isolation and Phylogenetic Characterization of Streptococcus halichoeri from a European Badger (Meles meles) with Pyogranulomatous Pleuropneumonia ScienceDirect Pleuropneumonia in a Badger
069695d115517cbd0e713fb44245be7a6226bc7f.json,Studies of nonhuman primates: key sources of data on zoonoses and microbiota
0d307a452075499dbcd022bd8db8f1a428ad019c.json,Veterinary Microbiology Detection and genetic characterization of Mamastrovirus 5 from Brazilian dogs
bee044e4101c6958db139f19f6dd751990c2ce85.json,Novel highly divergent reassortant bat rotaviruses in Cameroon
7173c0b2dec6dea33c883abf933ebc5fecccc320.json,Evidence of porcine epidemic diarrhea virus (PEDV) shedding in semen from infected specific pathogen-free boars
59b5d767e4bb03b049a800c82c2e78edd0650907.json,Complete genome sequence of canine astrovirus with molecular and epidemiological characterisation of UK strains
d5dd18b98d06fac67015e3619c8e501ec02ad5a8.json,High Diversity and Novel Enteric Viruses in Fecal Viromes of Healthy Wild and Captive Thai Cynomolgus Macaques (Macaca fascicularis)
73eee0a2bef0ed2414da19d441283224da1988be.json,SCIENCE CHINA SPECIAL TOPIC: Haunted with and hunting for viruses New strategy for virus discovery: viruses identified in human feces in the last decade
cacae08c1b352c6a4aeba0e941454655a9e118cb.json,Development of universal SYBR Green real-time RT-PCR for the rapid detection and quantitation of bovine and porcine toroviruses
10a9a18d6d821b917178be32b20f98c9e21d6028.json,Human Pathogenic Viruses Using a Nanofluidic Real-Time PCR System
70b27df77b5f3ef4c9be9028cc34110d4dd7d22b.json,Serological evidence and experimental infection of cynomolgus macaques with pteropine orthoreovirus reveal monkeys as potential hosts for transmission to humans
36f51186e737161db5cf8174b84ec18b6d5b6fd0.json,Metagenomic analysis of viromes of dromedary camel fecal samples reveals large number and high diversity of circoviruses and picobirnaviruses
df82c611eb38c4c9dbef1a86da01ca432e61c8f7.json,Pathobiological and Genomic Characterization of a Cold-Adapted Infectious Bronchitis Virus (BP-caKII)
4afc459e347836f0f92a75ab0c6cbe2e02e6f3a4.json,Proposals for the classification of human rhinovirus species A
91f76039e4f3b0ce03e16d1011fd064634f370d4.json,A novel variant of avian infectious bronchitis virus resulting from recombination among three different strains
bab2b74a02d61d71c829c573a19c00864fbb442a.json,Development and Evaluation of a One-Step Quantitative RT-PCR Assay for Detection of Lassa Virus
27f21ae7789e41a6de01554cdae09cb93ef8524f.json,Epidemiological and pathological study of feline morbillivirus infection in domestic cats in Japan
123db7e17bb17a0d4ff1e7ef87cb629d6ac78125.json,Could human coronavirus OC43 have co-evolved with early humans?
66db6c73e03fd309112101100b449e0464d81aa0.json,Enhancement of wildlife disease surveillance using multiplex quantitative PCR: development of qPCR assays for major pathogens in UK squirrel populations
81cc9e2fbb24fbbb51bb26c2c33820c88b6a0b06.json,Origin and evolution of LX4 genotype infectious bronchitis coronavirus in China
f06dde80e1f11939bb7306853ca92a8c9382ede4.json,Prevalence and risk factors of feline leukaemia virus and feline immunodeficiency virus in peninsular Malaysia
9cff729d9041680c57e2da890fc7eb52f77c27a4.json,Serotype shift of a 793/B genotype infectious bronchitis coronavirus by natural recombination
90f666e3bf3eb357e25515c3fb72c97a80b5a2d6.json,Surveillance of adenoviruses and noroviruses in European recreational waters
f1a7e309bf73e1d75786e0bedd3c28e26f0871ec.json,First report of Enterocytozoon bieneusi and Cryptosporidium spp. in peafowl (Pavo cristatus) in China
b1ebb695b7eb5d98f551f2c3ffd027cc0bab2016.json,Viruses in Horses with Neurologic and Respiratory Diseases
d933a7e77858722cf803ffb33f6f80cd6ab7de7f.json,Identification and sequence determination of the capsid protein gene of feline calicivirus
61843499666ad3d4f0ea75554cd06a745e9a7f8e.json,Different evolutionary trajectories of vaccine- controlled and non-controlled avian infectious bronchitis viruses in commercial poultry
3633ffe6e8c7f4af342b1a5d23821169f7f9e1b2.json,Synchronized shift of urine
19babdefd145a5becbc2a0b189eabdafa697de75.json,viruses Bats and Coronaviruses
ad7ea210a6f7a873a444146e8f8a9c5882a9dee0.json,A duplex real-time reverse transcriptase polymerase chain reaction assay for the detection of California serogroup and Cache Valley viruses ☆
e1dcb7afad633edb713f9933d9daaf4040ce5c01.json,Genomic characterization and pathogenicity of a porcine hemagglutinating encephalomyelitis virus strain isolated in China
ae99d270c1b2d2307c4375fecde1a037c263b507.json,Complete Genome Sequence of a Porcine Epidemic Diarrhea Virus from a Novel Outbreak in Belgium
833adb9183b9abe952898559a3c8645c100f784f.json,Chinese Journal of Natural Medicines ·Articles· Enhancing ergosterol production in Pichia pastoris GS115 by overexpressing squalene synthase gene from Glycyrrhiza uralensis
f53604d28e212733384d7ec28e84d4a62e506254.json,Serological Evidence for Multiple Strains of Canine Norovirus in the UK Dog Population
6570691f6654a2b611826d773c8e65adfb8612d8.json,Novel insights into pasteurellosis in captive pinnipeds
42d1823428c311725c7395123a3c2c276b7b5fd1.json,Application of Duplex Fluorescence Melting Curve Analysis (FMCA) to Identify Canine Parvovirus Type 2 Variants
7faded1cbe27ecaa469a639c43297efc083c9bad.json,Characterization and evolution of porcine deltacoronavirus in the United States-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)
f5b89b202b7bff9ad81996dfac2fb78523309d78.json,PCR-based retrospective evaluation of diagnostic samples for emergence of porcine deltacoronavirus in US swine
2870d8384735793d033aac6c0621f35540b59736.json,A metagenomic viral discovery approach identifies potential zoonotic and novel mammalian viruses in Neoromicia bats within South Africa
ea96b70e38e9b645fada641e0046acecf235fe7b.json,Diagnostic performance of a rapid in-clinic test for the detection of Canine Parvovirus under different storage conditions and vaccination status
10673a4f21c3b6d007b81bb5eefe5fbd70f3ab06.json,Molecular characterization of rotavirus isolated from alpaca (Vicugna pacos) crias with diarrhea in the Andean Region of Cusco
311aaa859b69a54fba2d8a532fcf632599002edb.json,Gut Virome Analysis of Cameroonians Reveals High Diversity of Enteric Viruses
c6ee9f876eedfbe7aa60473dcad1e8fcdc4c3a2d.json,Molecular Detection and Genetic Characterization of Novel RNA Viruses in Wild and Synanthropic Rodents and Shrews in Kenya
5a57a6330daa19227fb5011f690e68accf1c4b1d.json,Epidemiology and Infection Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review
13ecb811532b9ddd1f13ef2a2a6c2441b8a49f44.json,Identification and complete genome analysis of three novel paramyxoviruses
a36b65d00944ef78c5bc2b7bf759122c2ac4eaf1.json,Detection and full genome characterization of two beta CoV viruses related to Middle East respiratory syndrome from bats in Italy
f8f4ccd8f853366f0593b634dc6f4a49079a4a4b.json,Detection of coronavirus genomes in Moluccan naked-backed fruit bats in Indonesia
db5b99eac0c11848467c40af5744442e0b869870.json,Virology Journal Universal primers that amplify RNA from all three flavivirus subgroups
83cb4212f61aafd0484e0f0140a343a29e24eca2.json,A multiplex TaqMan real-time PCR for detection and differentiation of four antigenic types of canine parvovirus in China
39fb010abf566744756f09e8c61f81b8cca312c6.json,First autochthonous case of clinical Hepatozoon felis infection in a domestic cat in Central Europe
40540b92cbf5d985e0648733de6f4a9062e1bbcf.json,Genetic characterization of EV71 isolates from 2004 to 2010 reveals predominance and persistent circulation of the newly proposed genotype D and recent emergence of a distinct lineage of subgenotype C2 in Hong Kong
09db5b9c6d7c4f5d804c532939fb4f824c409bb6.json,Enteropathogen co-infection in UK cats with diarrhoea
c98b61b984da63b53eeef9f81e31a5ee79396b1d.json,Bovine Rhinitis Viruses Are Common in U.S. Cattle with Bovine Respiratory Disease
bff6e0b359144d2d7f0a1911dc76443c979690b7.json,Isolation and characterization of 11 novel microsatellite loci in a West African leaf-nosed bat
7b22c0d8cb7675bcc5aa283fe3bfef6c72052519.json,Real-Time Sequence-Validated Loop- Mediated Isothermal Amplification Assays for Detection of Middle East Respiratory Syndrome Coronavirus (MERS-CoV)
fbc5981e0920859187fee6c4243de58c9906f2ee.json,Complete Genome Sequence of a Recombinant Porcine Epidemic Diarrhea Virus Strain from Eastern China
b72a9ec70f9a6beab18d466268dd48a36a24a047.json,A novel parainfluenza virus type 3 (PIV3) identified from goat herds with respiratory diseases in eastern China
7210b8b9a235e200c8f787e604334549e3b3584c.json,Comprehensive detection and identification of human coronaviruses
2ebaab95a4ebcf4eb18c6173e5106f92d0a8be9b.json,First detection of equine coronavirus (ECoV) in Europe
eff8bed68ef6109e8f0c51a8b1ec4b6ca5b6329e.json,Nanopore sequencing as a revolutionary diagnostic tool for porcine viral enteric disease complexes identifies porcine kobuvirus as an important enteric virus OPEN
6a0c165fd5c40909228209e01112875b6d968dea.json,Redescription of Hepatozoon felis (Apicomplexa: Hepatozoidae) based on phylogenetic analysis
24dcca53dd31df074a77242d2e2e6053825e1761.json,Complete Genome Sequence of Avian Coronavirus Strain GA08 (GI-27 Lineage)
850c8a23db306b9410adc341809d40d8b46635aa.json,Development of a real-time loop-mediated isothermal amplification assay for detection of porcine circovirus 3
d9d2f8f421d0290a8dbf0ec92cbbe1ad2d93a694.json,Alphacoronaviruses Detected in French Bats Are Phylogeographically Linked to Coronaviruses of European Bats
c716084ad4b602a13ab7e5c89a3d9adc28c6eafc.json,Genotype-specific fluorogenic RT-PCR assays for the detection and quantitation of canine coronavirus type I and type II RNA in faecal samples of dogs
f04f0f5b24ca0cf9715ab7ac7600d52e48aef120.json,Peptides with 16R in S2 protein showed broad reactions with sera against different types of infectious bronchitis viruses
391d2d5c38aadfb671184a27d001bfb0cfc2bfa1.json,Pathology and Tissue Distribution of Turkey Coronavirus in Experimentally Infected Chicks and Turkey Poults
6e92448f4872cddb054d5fe388a85030e6ca8c96.json,Origination and consequences of bovine viral diarrhea virus diversity
06f7c71401f8bee74bd090b2928d262133c02043.json,Feline Infectious Peritonitis Viruses Arise by Mutation from Endemic Feline Enteric Coronaviruses
efc279218652f757e013406427eb8fff6bfe3eb8.json,Bovine coronavirus in Uruguay: genetic diversity
36c6a493ce71b4e2df91b9b486cc847833a4ed25.json,Enteric Virus Diversity Examined by Molecular Methods in Brazilian Poultry Flocks
150e648964270067a1ea14caffbc3427f756dafb.json,Epidemiological and Evolutionary Analysis of Dengue-1 Virus Detected in Guangdong during 2014: Recycling of Old and Formation of New Lineages
837935e5f921344c58f824f262566bd688ceddb2.json,Epidemiology and Infection
a441c2b515edd574c021e2e636c7d5d076711b24.json,Simultaneous detection of hemagglutinin and neuraminidase genes of novel influenza A (H7N9) by duplex real-time reverse transcription polymerase chain reaction
9aa51dd5b5755afa670398027272f2e6b4f3d83b.json,BMC Microbiology Adaptive evolution of the spike gene of SARS coronavirus: changes in positively selected sites in different epidemic groups
671291d6b0141d9920ffc82e45bc9aef32c6b391.json,Molecular epidemiology
9b4970858a35a4a456f2a0764c7e8fbd87e6c8ef.json,Molecular and antigenic characteristics of Massachusetts genotype infectious bronchitis coronavirus in China
4e8ed29acb3519e7f95928e88892626bd4d9cd72.json,Genetic diversity of porcine sapoviruses
470266e06e682c9229af78bd61b1ac41ea8a59de.json,Detection and molecular characterization of feline hemoplasmas in wild felid species in Iran in the Middle East
e521605587988d597d084037af7338c39c26d05c.json,Paramyxoviruses in Bats
3455e9fd57dea013498de20c236c15b7bf19b424.json,A Phylogeny-Based Global Nomenclature System and Automated Annotation Tool for H1 Hemagglutinin Genes from Swine Influenza A Viruses crossmark
90531cf70a42f755a3a3b4dab604f6e39969285b.json,Visual detection of turkey coronavirus RNA in tissues and feces by reverse-transcription loop-mediated isothermal amplification (RT-LAMP) with hydroxynaphthol blue dye
989c34b373a88768c74cff26bb57ca36c6ba415b.json,Molecular typing of a novel canine parvovirus type 2a mutant circulating in Italy
84bb5b317c837c22b090bc10357a3542f58402bd.json,Genetic characterization of commensal Escherichia coli isolated from laboratory rodents
